"","Phylum","Class","Order","Family","Species","C.value","GS_Species","Bp"
"834","Arthropoda","Insecta","Diptera","Anthomyiidae","Delia antiqua",0.73,"Delia antiqua",713940000
"835","Arthropoda","Insecta","Diptera","Calliphoridae","Calliphora erythrocephala",0.65,"Calliphora erythrocephala",635700000
"836","Arthropoda","Insecta","Diptera","Calliphoridae","Calliphora vicina",0.76,"Calliphora vicina",743280000
"837","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya albiceps",0.72,"Chrysomya albiceps",704160000
"838","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya marginalis",0.82,"Chrysomya marginalis",801960000
"839","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya megacephala",0.67,"Chrysomya megacephala",655260000
"840","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya megacephala",0.85,"Chrysomya megacephala",831300000
"841","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya phaonis",0.99,"Chrysomya phaonis",968220000
"842","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya pinguis",1.16,"Chrysomya pinguis",1134480000
"843","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya putoria",0.91,"Chrysomya putoria",889980000
"844","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya rufifacies",0.44,"Chrysomya rufifacies",430320000
"845","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya rufifacies",0.57,"Chrysomya rufifacies",557460000
"846","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya saffranea",0.87,"Chrysomya saffranea",850860000
"847","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya varipes",0.52,"Chrysomya varipes",508560000
"848","Arthropoda","Insecta","Diptera","Calliphoridae","Cochliomyia hominivorax",0.45,"Cochliomyia hominivorax",440100000
"849","Arthropoda","Insecta","Diptera","Calliphoridae","Cochliomyia macellaria",0.54,"Cochliomyia macellaria",528120000
"850","Arthropoda","Insecta","Diptera","Calliphoridae","Cynomya cadaverina",0.64,"Cynomya cadaverina",625920000
"851","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia cuprina",0.63,"Lucilia cuprina",616140000
"852","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia cuprina",0.81,"Lucilia cuprina",792180000
"853","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia sericata",0.69,"Lucilia sericata",674820000
"854","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia sericata",0.93,"Lucilia sericata",909540000
"855","Arthropoda","Insecta","Diptera","Calliphoridae","Phormia regina",0.54,"Phormia regina",528120000
"856","Arthropoda","Insecta","Diptera","Calliphoridae","Protophormia terraenovae",0.78,"Protophormia terraenovae",762840000
"857","Arthropoda","Insecta","Diptera","Calliphoridae","Protophormia terranovae",1.14,"Protophormia terranovae",1114920000
"858","Arthropoda","Insecta","Diptera","Cecidomyiidae","Mayetiola destructor",0.09,"Mayetiola destructor",88020000
"859","Arthropoda","Insecta","Diptera","Cecidomyiidae","Mayetiola destructor",0.12,"Mayetiola destructor",117360000
"860","Arthropoda","Insecta","Diptera","Cecidomyiidae","Mayetiola destructor",0.16,"Mayetiola destructor",156480000
"861","Arthropoda","Insecta","Diptera","Chaoboridae","Chaoborus americanus",0.4,"Chaoborus americanus",391200000
"862","Arthropoda","Insecta","Diptera","Chaoboridae","Corethrella brakeleyi",0.47,"Corethrella brakeleyi",459660000
"863","Arthropoda","Insecta","Diptera","Chaoboridae","Mochlonyx velutinus",0.55,"Mochlonyx velutinus",537900000
"864","Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia monilis",0.16,"Ablabesmyia monilis",156480000
"865","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus acerbiphilus",0.17,"Chironomus acerbiphilus",166260000
"866","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus fusciceps",0.16,"Chironomus fusciceps",156480000
"867","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus nippodorsalis",0.12,"Chironomus nippodorsalis",117360000
"868","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus plumosus",0.15,"Chironomus plumosus",146700000
"869","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus riparius",0.2,"Chironomus riparius",195600000
"870","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus riparius",0.2,"Chironomus riparius",195600000
"871","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus salinarius",0.16,"Chironomus salinarius",156480000
"872","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus sulfurosus",0.15,"Chironomus sulfurosus",146700000
"873","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus tentans",0.21,"Chironomus tentans",205380000
"874","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus tentans",0.22,"Chironomus tentans",215160000
"875","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus tentans",0.25,"Chironomus tentans",244500000
"876","Arthropoda","Insecta","Diptera","Chironomidae","Clunio tsushimensis",0.07,"Clunio tsushimensis",68460000
"877","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus bicinctus",0.1,"Cricotopus bicinctus",97800000
"878","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus sp.",0.15,"Cricotopus sp.",146700000
"879","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus sylvestris",0.11,"Cricotopus sylvestris",107580000
"880","Arthropoda","Insecta","Diptera","Chironomidae","Diamesa japonica",0.08,"Diamesa japonica",78240000
"881","Arthropoda","Insecta","Diptera","Chironomidae","Dicrotendipes pelochloris",0.12,"Dicrotendipes pelochloris",117360000
"882","Arthropoda","Insecta","Diptera","Chironomidae","Glyptotendipes tokunagai",0.16,"Glyptotendipes tokunagai",156480000
"883","Arthropoda","Insecta","Diptera","Chironomidae","Hydrobaenus tsukubalatus",0.08,"Hydrobaenus tsukubalatus",78240000
"884","Arthropoda","Insecta","Diptera","Chironomidae","Paraborniella tonnoiri",0.2,"Paraborniella tonnoiri",195600000
"885","Arthropoda","Insecta","Diptera","Chironomidae","Paratanytarsus grimmii",0.1,"Paratanytarsus grimmii",97800000
"886","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum nubifer",0.1,"Polypedilum nubifer",97800000
"887","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum tamanigrum",0.11,"Polypedilum tamanigrum",107580000
"888","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum vanderplanki",0.1,"Polypedilum vanderplanki",97800000
"889","Arthropoda","Insecta","Diptera","Chironomidae","Prodiamesa olivacea",0.13,"Prodiamesa olivacea",127140000
"890","Arthropoda","Insecta","Diptera","Chironomidae","Prodiamesa olivacea",0.13,"Prodiamesa olivacea",127140000
"891","Arthropoda","Insecta","Diptera","Chironomidae","Sergentia kizakiensis",0.1,"Sergentia kizakiensis",97800000
"892","Arthropoda","Insecta","Diptera","Chironomidae","Stictochironomus akizukii",0.13,"Stictochironomus akizukii",127140000
"893","Arthropoda","Insecta","Diptera","Chironomidae","Tanypus punctipennis",0.16,"Tanypus punctipennis",156480000
"894","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus takahashii",0.09,"Tanytarsus takahashii",88020000
"895","Arthropoda","Insecta","Diptera","Chironomidae","Telmatogeton japonicus",0.13,"Telmatogeton japonicus",127140000
"896","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti",0.81,"Aedes aegypti",792180000
"897","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti",0.83,"Aedes aegypti",811740000
"898","Arthropoda","Insecta","Diptera","Culicidae","Aedes aegypti",1.25,"Aedes aegypti",1222500000
"899","Arthropoda","Insecta","Diptera","Culicidae","Aedes alcasidi",0.97,"Aedes alcasidi",948660000
"900","Arthropoda","Insecta","Diptera","Culicidae","Aedes bahamensis",1.38,"Aedes bahamensis",1349640000
"901","Arthropoda","Insecta","Diptera","Culicidae","Aedes canadensis",0.9,"Aedes canadensis",880200000
"902","Arthropoda","Insecta","Diptera","Culicidae","Aedes caspius",0.99,"Aedes caspius",968220000
"903","Arthropoda","Insecta","Diptera","Culicidae","Aedes cinereus",1.21,"Aedes cinereus",1183380000
"904","Arthropoda","Insecta","Diptera","Culicidae","Aedes communis",1.01,"Aedes communis",987780000
"905","Arthropoda","Insecta","Diptera","Culicidae","Aedes cooki",0.59,"Aedes cooki",577020000
"906","Arthropoda","Insecta","Diptera","Culicidae","Aedes excrucianus",1.5,"Aedes excrucianus",1.467e+09
"907","Arthropoda","Insecta","Diptera","Culicidae","Aedes flavopictus",1.33,"Aedes flavopictus",1300740000
"908","Arthropoda","Insecta","Diptera","Culicidae","Aedes hebrideus",0.97,"Aedes hebrideus",948660000
"909","Arthropoda","Insecta","Diptera","Culicidae","Aedes heischii",1.12,"Aedes heischii",1095360000
"910","Arthropoda","Insecta","Diptera","Culicidae","Aedes katherinensis",1.28,"Aedes katherinensis",1251840000
"911","Arthropoda","Insecta","Diptera","Culicidae","Aedes malayensis",0.94,"Aedes malayensis",919320000
"912","Arthropoda","Insecta","Diptera","Culicidae","Aedes metallicus",1.09,"Aedes metallicus",1066020000
"913","Arthropoda","Insecta","Diptera","Culicidae","Aedes polynesiensis",0.73,"Aedes polynesiensis",713940000
"914","Arthropoda","Insecta","Diptera","Culicidae","Aedes pseudoalbopictus",1.29,"Aedes pseudoalbopictus",1261620000
"915","Arthropoda","Insecta","Diptera","Culicidae","Aedes pseudoscutellaris",0.59,"Aedes pseudoscutellaris",577020000
"916","Arthropoda","Insecta","Diptera","Culicidae","Aedes seatoi",0.97,"Aedes seatoi",948660000
"917","Arthropoda","Insecta","Diptera","Culicidae","Aedes stimulans",1.44,"Aedes stimulans",1408320000
"918","Arthropoda","Insecta","Diptera","Culicidae","Aedes triseriatus",1.52,"Aedes triseriatus",1486560000
"919","Arthropoda","Insecta","Diptera","Culicidae","Aedes triseriatus",1.52,"Aedes triseriatus",1486560000
"920","Arthropoda","Insecta","Diptera","Culicidae","Aedes unilineatus",1.06,"Aedes unilineatus",1036680000
"921","Arthropoda","Insecta","Diptera","Culicidae","Aedes zoosophus",1.9,"Aedes zoosophus",1858200000
"922","Arthropoda","Insecta","Diptera","Culicidae","Anopheles atroparvus",0.24,"Anopheles atroparvus",234720000
"923","Arthropoda","Insecta","Diptera","Culicidae","Anopheles freeborni",0.29,"Anopheles freeborni",283620000
"924","Arthropoda","Insecta","Diptera","Culicidae","Anopheles gambiae",0.27,"Anopheles gambiae",264060000
"925","Arthropoda","Insecta","Diptera","Culicidae","Anopheles labranchiae",0.23,"Anopheles labranchiae",224940000
"926","Arthropoda","Insecta","Diptera","Culicidae","Anopheles quadrimaculatus",0.24,"Anopheles quadrimaculatus",234720000
"927","Arthropoda","Insecta","Diptera","Culicidae","Anopheles quadrimaculatus",0.25,"Anopheles quadrimaculatus",244500000
"928","Arthropoda","Insecta","Diptera","Culicidae","Anopheles stephensi",0.24,"Anopheles stephensi",234720000
"929","Arthropoda","Insecta","Diptera","Culicidae","Armigeres subalbanus",1.12,"Armigeres subalbanus",1095360000
"930","Arthropoda","Insecta","Diptera","Culicidae","Culex pipiens",0.54,"Culex pipiens",528120000
"931","Arthropoda","Insecta","Diptera","Culicidae","Culex pipiens",0.54,"Culex pipiens",528120000
"932","Arthropoda","Insecta","Diptera","Culicidae","Culex pipiens",1.02,"Culex pipiens",997560000
"933","Arthropoda","Insecta","Diptera","Culicidae","Culex quinquefasciatus",0.54,"Culex quinquefasciatus",528120000
"934","Arthropoda","Insecta","Diptera","Culicidae","Culex restuans",1.02,"Culex restuans",997560000
"935","Arthropoda","Insecta","Diptera","Culicidae","Culiseta litorea",0.92,"Culiseta litorea",899760000
"936","Arthropoda","Insecta","Diptera","Culicidae","Culiseta melanura",1.25,"Culiseta melanura",1222500000
"937","Arthropoda","Insecta","Diptera","Culicidae","Culiseta moristans",1.21,"Culiseta moristans",1183380000
"938","Arthropoda","Insecta","Diptera","Culicidae","Haemagogus equinus",1.12,"Haemagogus equinus",1095360000
"939","Arthropoda","Insecta","Diptera","Culicidae","Sabethes cyaneus",0.79,"Sabethes cyaneus",772620000
"940","Arthropoda","Insecta","Diptera","Culicidae","Toxorhynchites splendens",0.62,"Toxorhynchites splendens",606360000
"941","Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia smithii",0.86,"Wyeomyia smithii",841080000
"942","Arthropoda","Insecta","Diptera","Dixidae","Dixa obscura",0.16,"Dixa obscura",156480000
"943","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza amoena",0.4,"Chymomyza amoena",391200000
"944","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza amoena",384.8,"Chymomyza amoena",384800000
"945","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza amoena",395.2,"Chymomyza amoena",395200000
"946","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza pararufithorax",0.27,"Chymomyza pararufithorax",264060000
"947","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza pararufithorax",0.29,"Chymomyza pararufithorax",283620000
"948","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza procnemis",0.27,"Chymomyza procnemis",264060000
"949","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza procnemis",0.33,"Chymomyza procnemis",322740000
"950","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza procnemis",262.4,"Chymomyza procnemis",262400000
"951","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza procnemis",298.2,"Chymomyza procnemis",298200000
"952","Arthropoda","Insecta","Diptera","Drosophilidae","Chymomyza rufithorax",0.3,"Chymomyza rufithorax",293400000
"953","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila acanthoptera",145.6,"Drosophila acanthoptera",145600000
"954","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila acanthoptera",155.8,"Drosophila acanthoptera",155800000
"955","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila acutilabella",0.18,"Drosophila acutilabella",176040000
"956","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila adunca",0.3,"Drosophila adunca",293400000
"957","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila affinis",0.19,"Drosophila affinis",185820000
"958","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila affinis",0.22,"Drosophila affinis",215160000
"959","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila affinis",184.8,"Drosophila affinis",184800000
"960","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila affinis",208.1,"Drosophila affinis",208100000
"961","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila albomicans",215.9,"Drosophila albomicans",215900000
"962","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila albomicans",220.6,"Drosophila albomicans",220600000
"963","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila algonquin",0.22,"Drosophila algonquin",215160000
"964","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila algonquin",0.23,"Drosophila algonquin",224940000
"965","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila algonquin",194.2,"Drosophila algonquin",194200000
"966","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila algonquin",205.2,"Drosophila algonquin",205200000
"967","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ambigua",0.18,"Drosophila ambigua",176040000
"968","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ambigua",176.5,"Drosophila ambigua",176500000
"969","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ambigua",188.4,"Drosophila ambigua",188400000
"970","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila americana",0.28,"Drosophila americana",273840000
"971","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila americana",0.33,"Drosophila americana",322740000
"972","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ananassae",0.19,"Drosophila ananassae",185820000
"973","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ananassae",0.2,"Drosophila ananassae",195600000
"974","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ananassae",0.22,"Drosophila ananassae",215160000
"975","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ananassae",198.6,"Drosophila ananassae",198600000
"976","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ananassae",205.1,"Drosophila ananassae",205100000
"977","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila anceps",201.8,"Drosophila anceps",201800000
"978","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila anceps",207.5,"Drosophila anceps",207500000
"979","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila arawakana",181.1,"Drosophila arawakana",181100000
"980","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila arawakana",186.4,"Drosophila arawakana",186400000
"981","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila arizonae",173.9,"Drosophila arizonae",173900000
"982","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila arizonae",175.4,"Drosophila arizonae",175400000
"983","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila atripex",0.2,"Drosophila atripex",195600000
"984","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila atripex",194.8,"Drosophila atripex",194800000
"985","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila atripex",198.2,"Drosophila atripex",198200000
"986","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila auraria",0.25,"Drosophila auraria",244500000
"987","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila auraria",248.4,"Drosophila auraria",248400000
"988","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila auraria",254.4,"Drosophila auraria",254400000
"989","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila azteca",0.2,"Drosophila azteca",195600000
"990","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila azteca",192.2,"Drosophila azteca",192200000
"991","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila azteca",202.2,"Drosophila azteca",202200000
"992","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila baimaii",0.28,"Drosophila baimaii",273840000
"993","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila baimaii",273.6,"Drosophila baimaii",273600000
"994","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila baimaii",279.2,"Drosophila baimaii",279200000
"995","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila barbarae",0.2,"Drosophila barbarae",195600000
"996","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila barbarae",279.2,"Drosophila barbarae",279200000
"997","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila barbarae",289.6,"Drosophila barbarae",289600000
"998","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila biarmipes",0.2,"Drosophila biarmipes",195600000
"999","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila biauraria",0.23,"Drosophila biauraria",224940000
"1000","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila biauraria",211.2,"Drosophila biauraria",211200000
"1001","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila biauraria",237.2,"Drosophila biauraria",237200000
"1002","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bicornuta",0.21,"Drosophila bicornuta",205380000
"1003","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bicornuta",226.6,"Drosophila bicornuta",226600000
"1004","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bicornuta",245,"Drosophila bicornuta",2.45e+08
"1005","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bifasciata",0.2,"Drosophila bifasciata",195600000
"1006","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bifasciata",196.2,"Drosophila bifasciata",196200000
"1007","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bifasciata",210.6,"Drosophila bifasciata",210600000
"1008","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bipectinata",0.2,"Drosophila bipectinata",195600000
"1009","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bipectinata",208.9,"Drosophila bipectinata",208900000
"1010","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bipectinata",213,"Drosophila bipectinata",2.13e+08
"1011","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila birchii",0.2,"Drosophila birchii",195600000
"1012","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila birchii",190.4,"Drosophila birchii",190400000
"1013","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila birchii",191.2,"Drosophila birchii",191200000
"1014","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila borealis",257.8,"Drosophila borealis",257800000
"1015","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila borealis",261.5,"Drosophila borealis",261500000
"1016","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bromeliae",137.5,"Drosophila bromeliae",137500000
"1017","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bromeliae",145.2,"Drosophila bromeliae",145200000
"1018","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bunnanda",0.22,"Drosophila bunnanda",215160000
"1019","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bunnanda",232.5,"Drosophila bunnanda",232500000
"1020","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila bunnanda",238.3,"Drosophila bunnanda",238300000
"1021","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila busckii",0.14,"Drosophila busckii",136920000
"1022","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila busckii",0.2,"Drosophila busckii",195600000
"1023","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila busckii",134.7,"Drosophila busckii",134700000
"1024","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila busckii",136.5,"Drosophila busckii",136500000
"1025","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila buzzatii",0.13,"Drosophila buzzatii",127140000
"1026","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila buzzatii",0.18,"Drosophila buzzatii",176040000
"1027","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila buzzatii",169,"Drosophila buzzatii",1.69e+08
"1028","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila buzzatii",179.9,"Drosophila buzzatii",179900000
"1029","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila capricorni",0.22,"Drosophila capricorni",215160000
"1030","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila capricorni",205.4,"Drosophila capricorni",205400000
"1031","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila capricorni",211.8,"Drosophila capricorni",211800000
"1032","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila cardini",212.5,"Drosophila cardini",212500000
"1033","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila cardini",215.7,"Drosophila cardini",215700000
"1034","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila cyrtoloma",0.41,"Drosophila cyrtoloma",400980000
"1035","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila diamphidiopoda",0.21,"Drosophila diamphidiopoda",205380000
"1036","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila diplacantha",0.23,"Drosophila diplacantha",224940000
"1037","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila diplacantha",270.4,"Drosophila diplacantha",270400000
"1038","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila diplacantha",273.2,"Drosophila diplacantha",273200000
"1039","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila disjuncta",0.18,"Drosophila disjuncta",176040000
"1040","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila dunni",286.1,"Drosophila dunni",286100000
"1041","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila dunni",287,"Drosophila dunni",2.87e+08
"1042","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila elegans",0.2,"Drosophila elegans",195600000
"1043","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila elegans",217.9,"Drosophila elegans",217900000
"1044","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila elegans",218.5,"Drosophila elegans",218500000
"1045","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila emarginata",0.22,"Drosophila emarginata",215160000
"1046","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila emarginata",211.7,"Drosophila emarginata",211700000
"1047","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila emarginata",218.4,"Drosophila emarginata",218400000
"1048","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila engyochracea",0.25,"Drosophila engyochracea",244500000
"1049","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eohydei",0.25,"Drosophila eohydei",244500000
"1050","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eohydei",218.7,"Drosophila eohydei",218700000
"1051","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eohydei",231,"Drosophila eohydei",2.31e+08
"1052","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila equinoxialis",0.25,"Drosophila equinoxialis",244500000
"1053","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila equinoxialis",0.31,"Drosophila equinoxialis",303180000
"1054","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila equinoxialis",264.5,"Drosophila equinoxialis",264500000
"1055","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila equinoxialis",266.4,"Drosophila equinoxialis",266400000
"1056","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ercepeae",0.22,"Drosophila ercepeae",215160000
"1057","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ercepeae",221,"Drosophila ercepeae",2.21e+08
"1058","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ercepeae",224,"Drosophila ercepeae",2.24e+08
"1059","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila erecta",0.14,"Drosophila erecta",136920000
"1060","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila erecta",0.15,"Drosophila erecta",146700000
"1061","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila erecta",0.16,"Drosophila erecta",156480000
"1062","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila erecta",184.2,"Drosophila erecta",184200000
"1063","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila erecta",184.8,"Drosophila erecta",184800000
"1064","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eugracilis",0.23,"Drosophila eugracilis",224940000
"1065","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eugracilis",237.8,"Drosophila eugracilis",237800000
"1066","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila eugracilis",237.8,"Drosophila eugracilis",237800000
"1067","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila euronotus",174.3,"Drosophila euronotus",174300000
"1068","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila euronotus",176.8,"Drosophila euronotus",176800000
"1069","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ezoana",192.9,"Drosophila ezoana",192900000
"1070","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ezoana",197.9,"Drosophila ezoana",197900000
"1071","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ficusphila",0.19,"Drosophila ficusphila",185820000
"1072","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ficusphila",192.8,"Drosophila ficusphila",192800000
"1073","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila ficusphila",201.8,"Drosophila ficusphila",201800000
"1074","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila flavomontana",259.3,"Drosophila flavomontana",259300000
"1075","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila flavomontana",259.5,"Drosophila flavomontana",259500000
